14113.5	0.239	860.7665866613388	
13273.5	0.216	878.9675973653793	
1524.0	0.446	207.19595754146576	
12806.5	0.279	759.6538896560669	
4602.0	0.5	340.04877054691315	
1821.5	0.209	330.69343161582947	
9306.5	0.264	665.7127645015717	
2491.5	0.331	307.3797229528427	
10740.0	0.397	582.9015817642212	
15759.0	0.33	774.5239461660385	
9580.0	0.268	669.6711342334747	
459.0	0.23	158.3675308227539	
10545.5	0.283	684.3157962560654	
11553.5	0.204	844.1391706466675	
12832.5	0.216	863.5950144529343	
11300.0	0.31	676.6416974067688	
1438.5	0.511	188.12489068508148	
12575.5	0.228	831.9970378875732	
14231.0	0.207	928.80821621418	
14873.5	0.27	831.5950145721436	
15981.0	0.209	980.0630487203598	
1810.5	0.291	279.7228692770004	
9282.0	0.246	688.0142796039581	
7985.5	0.306	572.3157960176468	
9728.5	0.263	681.5706295967102	
10536.5	0.236	748.4823161363602	
10926.0	0.227	777.5533845424652	
12232.5	0.358	654.943211555481	
13904.0	0.275	796.724958896637	
16035.5	0.225	947.3940037488937	
7781.0	0.286	584.9604568481445	
3081.5	0.243	399.1198374032974	
8755.0	0.307	598.6173115968704	
11617.0	0.318	677.7300094366074	
11287.0	0.359	628.9015821218491	
1355.5	0.713	154.61017215251923	
1932.5	0.627	196.7523069381714	
4041.5	0.254	447.3208477497101	
863.0	0.47	151.88224935531616	
1097.0	0.583	153.74011433124542	
8039.5	0.308	573.1442232131958	
14495.0	0.22	908.9503527879715	
10156.0	0.234	739.1269781589508	
651.5	0.283	170.12489020824432	
3167.5	0.546	270.0071402788162	
12812.5	0.234	829.7960240840912	
2560.5	0.29	332.9777023792267	
973.5	0.503	155.98275482654572	
2597.0	0.445	270.93607246875763	
12212.5	0.294	722.7422024011612	
3217.5	0.31	361.3208477497101	
11476.5	0.368	625.7716394662857	
10126.0	0.39	571.2447280883789	
1731.5	0.53	202.61017107963562	
11688.0	0.309	689.6122589111328	
1100.0	0.461	173.19595789909363	
15884.5	0.257	882.080295085907	
689.5	0.282	175.4385985136032	
816.5	0.441	152.61017191410065	
19511.5	0.224	1045.3595130443573	
1185.5	0.581	160.12488996982574	
24139.5	0.241	1123.0752433538437	
11415.0	0.278	717.8721444606781	
5037.5	0.221	535.4041080474854	
13207.0	0.348	690.9015825986862	
11797.0	0.225	812.4406859874725	
4755.5	0.31	438.97770178318024	
3867.0	0.246	444.6761862039566	
9237.0	0.225	717.8132696151733	
11888.0	0.25	772.6416970491409	
10901.5	0.214	801.0264723300934	
1807.5	0.317	267.86500442028046	
9365.5	0.253	682.3990558385849	
6813.0	0.609	374.9360725879669	
1187.5	0.622	154.9533177614212	
1734.0	0.53	202.85281229019165	
8759.0	0.297	608.9604575634003	
11569.5	0.202	848.4234411716461	
10237.0	0.341	613.8721462488174	
12081.0	0.302	709.4701248407364	
