14052.5	0.243	852.8254617452621	
13000.5	0.222	857.9970347881317	
1506.5	0.467	201.29646277427673	
12765.0	0.29	743.9554057121277	
4577.0	0.515	334.2497811317444	
13031.0	0.21	882.666081905365	
1808.5	0.214	326.2081503868103	
9281.0	0.271	656.1564153432846	
2481.5	0.335	304.89444172382355	
10722.0	0.407	575.587873339653	
15736.0	0.338	765.2102378606796	
9531.5	0.286	647.6295043230057	
10506.5	0.279	687.8305150270462	
11523.0	0.209	831.7543947696686	
11075.5	0.27	718.5411922931671	
12539.0	0.238	814.4406887292862	
14211.5	0.21	922.0802943706512	
14861.0	0.273	826.5239468812943	
15948.5	0.214	968.8498456478119	
1792.5	0.299	274.40916097164154	
9248.5	0.254	676.8010767698288	
3345.5	0.285	383.8061298131943	
7863.5	0.373	514.7178170681	
9515.0	0.334	598.5584371089935	
10401.0	0.283	680.1564154624939	
10666.0	0.276	697.4701238870621	
12218.5	0.362	651.6295033693314	
13874.5	0.281	787.5117557048798	
15984.0	0.231	932.0386650562286	
7709.0	0.277	591.3036026954651	
3037.5	0.274	372.9777022600174	
8730.5	0.317	587.8893897533417	
11591.0	0.326	668.7594473361969	
12942.0	0.204	893.2691140174866	
11284.0	0.359	628.0731550455093	
4028.5	0.258	442.8355665206909	
7503.5	0.249	615.972650051117	
14466.0	0.226	896.8082169294357	
10118.0	0.243	723.3279886245728	
3148.0	0.566	264.45079147815704	
12748.0	0.252	797.2691128253937	
2539.0	0.298	327.42135322093964	
11700.0	0.21	835.7543939352036	
7168.5	0.202	667.487368106842	
2587.0	0.451	268.45079123973846	
7851.0	0.257	620.0142802000046	
12142.0	0.326	684.357426404953	
13307.5	0.202	909.7960243225098	
3194.0	0.329	349.42135310173035	
11458.0	0.377	617.8721446990967	
10101.0	0.401	562.2741657495499	
1725.0	0.54	200.36753058433533	
11652.0	0.317	679.327988743782	
15829.5	0.266	864.1391699314117	
19441.5	0.237	1015.7615344524384	
24115.5	0.243	1117.276253938675	
11384.5	0.284	709.8305144309998	
5004.5	0.242	509.7472538948059	
13172.5	0.358	680.0315251350403	
11596.0	0.204	845.6122583150864	
4509.0	0.237	488.5340504646301	
3860.0	0.247	443.01933205127716	
11767.5	0.28	727.2863585948944	
1795.0	0.33	261.6223638057709	
9345.0	0.257	675.6711336374283	
6809.0	0.611	374.1076456308365	
8736.5	0.302	603.4041086435318	
11556.0	0.204	844.5239464044571	
10137.0	0.392	570.0731567144394	
11835.5	0.365	638.4579322338104	
14769.5	0.253	857.1686081886292	
16066.0	0.206	990.1219247579575	
