69.jpg	0	0.76	0	418	143	372	
70.jpg	0	0.95	26	662	36	599	
71.jpg	0	1.0	247	580	257	576	
72.jpg	1	0.8	187	754	312	625	
73.jpg	0	1.0	0	704	167	636	
74.jpg	0	0.94	366	776	207	927	
75.jpg	0	0.19	81	1055	293	931	
76.jpg	0	0.97	112	536	125	466	
77.jpg	0	0.89	99	499	81	414	
78.jpg	0	0.94	171	548	109	487	
79.jpg	0	1.0	7	616	178	540	
80.jpg	0	0.55	9	533	82	540	
81.jpg	0	0.96	106	467	51	532	
82.jpg	0	0.99	94	512	89	534	
83.jpg	0	0.93	114	376	33	431	
84.jpg	0	0.87	100	425	17	534	
85.jpg	0	0.83	74	472	32	540	
86.jpg	0	0.94	88	463	47	537	
87.jpg	0	0.98	207	375	31	510	
88.jpg	0	0.97	65	465	39	467	
89.jpg	0	0.99	54	422	16	490	
90.jpg	0	0.93	107	393	11	540	
91.jpg	0	0.99	53	428	17	500	
92.jpg	0	0.98	119	414	1	523	
93.jpg	0	0.79	197	349	88	524	
94.jpg	0	0.97	52	383	36	379	
95.jpg	0	0.98	33	458	53	420	
96.jpg	0	0.99	25	577	57	509	
97.jpg	0	0.7	23	472	57	520	
98.jpg	0	0.42	19	459	57	536	
99.jpg	0	0.74	367	390	211	484	
100.jpg	0	0.73	88	512	397	310	
101.jpg	0	0.94	51	513	385	285	
102.jpg	0	0.97	133	453	53	449	
103.jpg	0	0.98	36	167	5	352	
104.jpg	0	0.89	93	259	25	323	
105.jpg	0	0.9	228	337	11	414	
106.jpg	0	0.23	178	509	74	452	
107.jpg	0	0.99	47	500	6	368	
108.jpg	0	1.0	74	1057	79	884	
109.jpg	0	0.25	71	910	53	736	
110.jpg	0	0.92	52	1000	15	916	
111.jpg	0	0.47	91	413	30	494	
112.jpg	0	0.74	149	515	159	421	
113.jpg	0	0.46	172	570	243	443	
114.jpg	0	0.99	169	492	68	484	
115.jpg	0	0.68	103	455	61	450	
116.jpg	0	0.98	230	494	21	483	
117.jpg	0	0.88	239	475	144	474	
118.jpg	0	0.99	229	487	25	472	
119.jpg	0	0.96	42	394	30	437	
120.jpg	0	0.95	35	550	125	453	
121.jpg	0	0.94	236	510	197	468	
122.jpg	0	0.93	197	483	314	366	
123.jpg	0	0.93	174	327	6	375	
124.jpg	0	0.83	222	567	161	509	
125.jpg	0	0.92	78	621	0	540	
126.jpg	0	0.99	86	603	18	535	
127.jpg	0	0.65	126	670	55	718	
128.jpg	0	0.9	90	728	217	514	
129.jpg	0	0.94	77	643	175	533	
130.jpg	0	0.88	255	648	317	606	
131.jpg	1	0.92	286	620	237	647	
132.jpg	1	0.95	11	696	97	493	
133.jpg	0	0.66	109	339	25	465	
134.jpg	0	0.98	99	400	49	462	
135.jpg	0	0.93	147	316	38	422	
136.jpg	0	0.97	139	775	32	711	
137.jpg	0	0.93	255	818	7	722	
138.jpg	1	0.98	225	658	385	586	
139.jpg	0	0.99	129	590	214	444	
140.jpg	0	1.0	251	486	101	571	
141.jpg	0	0.89	192	426	183	444	
142.jpg	0	0.9	190	425	186	440	
143.jpg	0	0.99	199	363	153	447	
144.jpg	1	0.19	99	511	86	471	
145.jpg	0	0.64	75	394	120	331	
146.jpg	0	0.63	24	307	134	451	
147.jpg	0	0.82	22	428	86	370	
148.jpg	0	0.83	81	464	88	488	
149.jpg	0	0.76	173	537	111	484	
150.jpg	0	0.75	109	560	165	479	
151.jpg	0	0.78	166	513	68	487	
152.jpg	0	0.95	172	443	34	492	
153.jpg	0	0.98	198	434	131	450	
154.jpg	0	0.86	252	447	111	490	
155.jpg	0	0.86	212	417	67	475	
156.jpg	0	0.92	114	405	81	358	
157.jpg	0	0.94	185	370	22	468	
158.jpg	0	0.58	53	461	8	446	
159.jpg	0	0.98	116	354	52	377	
160.jpg	0	0.73	151	356	31	436	
161.jpg	0	0.94	59	452	15	429	
162.jpg	0	0.71	106	559	6	471	
163.jpg	0	0.95	119	332	70	375	
164.jpg	0	0.89	121	330	70	367	
165.jpg	0	0.68	57	451	29	448	
166.jpg	0	0.96	33	482	70	466	
167.jpg	0	0.95	60	378	19	418	
168.jpg	0	0.99	55	505	146	446	
169.jpg	0	0.87	181	458	117	468	
170.jpg	0	0.58	115	536	107	474	
171.jpg	0	0.99	87	520	116	476	
172.jpg	0	0.99	46	782	179	562	
173.jpg	0	1.0	8	726	88	691	
174.jpg	0	0.99	53	700	0	692	
175.jpg	0	0.85	19	817	13	714	
176.jpg	0	1.0	100	549	23	621	
177.jpg	0	1.0	137	622	95	704	
178.jpg	0	0.98	148	580	83	717	
179.jpg	0	1.0	150	544	35	718	
180.jpg	0	1.0	141	588	86	718	
181.jpg	0	0.94	9	746	206	707	
182.jpg	0	0.95	3	804	154	611	
183.jpg	0	0.88	11	756	82	611	
184.jpg	0	0.9	7	643	169	456	
185.jpg	0	0.46	41	514	40	695	
186.jpg	0	0.7	176	352	5	458	
187.jpg	1	0.97	256	427	105	494	
188.jpg	0	0.44	241	471	265	447	
189.jpg	0	0.99	168	520	179	562	
190.jpg	0	0.91	184	522	196	561	
191.jpg	0	0.75	154	411	44	477	
192.jpg	0	0.94	182	1010	507	623	
193.jpg	0	0.67	440	1044	311	959	
194.jpg	1	0.99	390	1070	444	969	
195.jpg	1	0.43	59	978	169	812	
196.jpg	0	0.83	415	884	433	806	
197.jpg	0	0.6	355	1082	462	986	
198.jpg	0	0.7	17	1141	13	999	
199.jpg	0	0.39	22	1042	472	397	
200.jpg	0	0.99	50	1008	311	628	
201.jpg	0	0.79	142	1079	443	1010	
202.jpg	0	0.6	355	1082	462	986	
203.jpg	0	0.79	142	1079	443	1010	
204.jpg	0	0.83	415	884	433	806	
205.jpg	0	0.99	50	1008	311	628	
206.jpg	1	0.66	72	856	106	915	
207.jpg	0	0.71	31	738	34	990	
208.jpg	0	0.98	95	827	0	720	
209.jpg	0	0.45	327	427	28	644	
210.jpg	0	0.99	124	763	80	720	
211.jpg	0	0.94	25	701	8	702	
212.jpg	0	1.0	185	721	97	668	
213.jpg	0	0.91	244	808	124	705	
214.jpg	0	0.28	125	382	273	215	
215.jpg	0	1.0	2	614	68	582	
216.jpg	0	0.09	29	659	326	344	
217.jpg	0	0.13	216	678	0	580	
218.jpg	0	0.22	123	662	121	575	
219.jpg	1	0.82	20	666	101	566	
220.jpg	0	0.96	24	559	103	544	
221.jpg	0	0.99	2	579	74	459	
222.jpg	0	0.39	61	650	230	518	
223.jpg	0	0.94	366	847	178	938	
224.jpg	0	0.97	216	971	218	981	
225.jpg	0	0.85	239	974	363	791	
226.jpg	0	0.91	339	919	268	847	
227.jpg	0	0.96	181	877	309	839	
228.jpg	0	0.91	176	898	282	784	
229.jpg	0	0.98	260	952	360	802	
230.jpg	0	0.99	232	1025	474	914	
231.jpg	0	0.98	228	1021	474	920	
232.jpg	0	0.98	300	817	167	885	
233.jpg	1	0.82	369	899	254	950	
234.jpg	0	0.7	253	450	58	494	
235.jpg	0	0.92	305	479	32	515	
236.jpg	0	0.6	241	679	17	720	
237.jpg	0	0.92	130	637	177	484	
238.jpg	0	0.78	217	565	155	626	
239.jpg	0	0.83	33	810	148	573	
240.jpg	0	0.92	75	815	254	661	
241.jpg	0	0	0	0	0	0	
242.jpg	0	0.98	100	505	72	472	
243.jpg	0	0.92	103	521	59	463	
244.jpg	0	1.0	193	559	8	456	
245.JPG	0	0.99	17	556	171	469	
246.JPG	0	0.83	0	552	176	434	
247.JPG	1	0.85	29	485	69	465	
248.JPG	0	0.86	103	463	192	274	
249.JPG	1	0.98	33	473	83	450	
250.JPG	1	0.4	89	500	49	473	
251.JPG	1	0.86	239	400	70	484	
252.JPG	0	0.96	119	554	244	449	
253.JPG	0	0.98	90	527	109	418	
254.jpg	0	0.93	198	333	113	444	
255.jpg	0	0.98	309	447	155	522	
256.jpg	0	0.99	151	385	34	499	
257.jpg	0	0.9	268	524	152	545	
258.jpg	0	0.48	81	480	82	414	
259.jpg	0	0.99	94	521	135	487	
260.jpg	0	0.85	161	533	112	487	
261.jpg	0	0.99	50	484	91	447	
262.jpg	0	0.9	103	289	94	473	
263.jpg	0	0.98	36	458	120	466	
264.jpg	0	0.69	190	438	127	397	
265.jpg	0	0.65	106	375	27	494	
266.jpg	1	0.7	262	460	196	473	
267.jpg	0	0.95	157	480	96	488	
268.jpg	0	0.87	184	444	114	476	
269.jpg	0	0.98	26	807	23	705	
270.jpg	0	0.98	3	744	225	697	
271.jpg	1	0.99	172	771	196	687	
272.jpg	0	0.35	16	670	22	589	
273.jpg	0	0.82	112	559	106	445	
274.jpg	0	0.41	26	540	233	537	
275.jpg	0	0.6	223	478	254	446	
276.jpg	0	0.55	252	150	5	409	
277.jpg	0	0.98	177	440	28	479	
278.jpg	0	0.82	213	544	198	466	
279.jpg	0	0.96	224	429	57	471	
280.jpg	0	1.0	204	425	68	467	
281.jpg	0	0.96	115	510	134	484	
282.jpg	0	0.66	150	405	78	439	
283.jpg	0	0.91	184	443	115	467	
284.jpg	0	0.2	211	525	228	456	
285.jpg	0	0.99	10	557	182	466	
286.jpg	0	0.98	120	373	15	470	
287.jpg	0	1.0	110	280	23	465	
288.jpg	0	0.87	193	530	206	465	
289.jpg	0	0.75	399	749	235	920	
290.jpg	0	0.97	245	727	98	717	
291.jpg	0	0.95	234	663	50	713	
292.jpg	0	0.98	289	693	262	687	
293.jpg	0	0.91	237	702	119	720	
294.jpg	0	1.0	13	609	6	506	
295.jpg	0	1.0	6	481	36	527	
296.jpg	0	1.0	12	565	60	521	
297.jpg	0	0.99	12	507	15	521	
298.jpg	0	0.96	3	611	8	530	
299.jpg	0	0.98	13	600	113	452	
300.jpg	0	0.99	27	618	7	423	
301.jpg	0	1.0	8	557	59	530	
302.jpg	0	0.97	2	588	233	522	
303.jpg	0	0.96	13	581	138	527	
304.jpg	0	0.99	5	601	20	533	
305.jpg	0	0.99	21	550	70	520	
306.jpg	0	0.99	14	583	129	497	
307.jpg	0	0.9	174	313	102	389	
308.jpg	0	0.82	177	323	30	458	
309.jpg	1	0.98	91	402	92	473	
310.jpg	0	0.88	251	345	81	462	
311.jpg	0	0.97	84	464	61	405	
312.jpg	0	0.91	104	485	32	384	
313.jpg	0	0.89	114	512	169	461	
314.jpg	0	0.93	143	441	190	404	
315.jpg	0	0.63	110	356	164	310	
316.jpg	0	0.91	13	398	68	233	
317.jpg	0	0.84	134	441	220	349	
318.jpg	0	0.7	16	435	154	574	
319.jpg	0	0.86	264	378	55	694	
320.jpg	0	0.08	231	620	0	492	
321.jpg	1	0.97	41	496	112	508	
322.jpg	0	0.9	115	435	6	530	
323.jpg	0	0.99	0	611	10	479	
324.jpg	0	0.98	16	620	9	515	
325.jpg	0	0.6	125	521	0	516	
326.jpg	0	0.93	210	514	17	524	
327.jpg	0	0.27	220	589	217	511	
328.jpg	0	0.89	3	431	73	466	
329.jpg	0	0.44	13	495	112	531	
330.jpg	0	0.92	13	482	39	535	
331.jpg	0	0.92	13	482	39	535	
332.jpg	0	0.29	27	570	241	338	
333.jpg	0	0.45	101	572	0	612	
334.jpg	0	0.76	9	511	65	323	
500.jpg	1	0.97	152	363	98	464	
501.jpg	1	0.95	127	1050	292	664	
502.jpg	1	0.99	198	676	287	618	
503.jpg	1	0.81	191	710	388	537	
504.jpg	1	0.84	75	818	105	644	
505.jpg	0	0	0	0	0	0	
506.jpg	1	0.45	300	661	167	692	
507.jpg	1	0.37	411	694	234	713	
508.jpg	1	0.96	112	454	179	359	
509.jpg	1	0.8	6	482	258	208	
510.jpg	1	0.99	54	471	81	440	
511.jpg	1	0.94	182	356	23	467	
512.jpg	1	1.0	193	985	342	796	
513.jpg	1	0.83	235	401	178	438	
514.jpg	1	0.62	93	673	297	625	
515.jpg	1	0.99	18	787	305	599	
516.jpg	1	0.35	227	643	183	608	
517.jpg	1	0.87	63	706	252	516	
518.jpg	1	0.99	28	502	82	461	
519.jpg	1	0.99	36	470	38	364	
520.jpg	1	0.87	121	778	276	716	
521.jpg	1	0.2	158	445	170	373	
522.jpg	1	0.52	193	457	58	442	
523.jpg	1	0.99	282	835	156	873	
524.jpg	1	0.38	270	454	162	471	
525.jpg	1	0.95	113	550	128	458	
526.jpg	1	0.92	117	446	110	527	
527.jpg	1	0.94	152	421	155	496	
528.jpg	1	0.9	200	557	104	549	
529.jpg	1	1.0	203	603	200	617	
530.jpg	0	0.97	55	647	218	449	
531.jpg	0	0.57	124	612	210	584	
532.jpg	0	0.93	12	790	42	709	
533.jpg	0	0.45	0	629	71	625	
534.jpg	1	0.99	119	1015	320	705	
535.jpg	1	0.89	45	704	123	668	
536.jpg	1	0.51	96	475	86	473	
537.jpg	0	0.28	46	443	217	438	
538.jpg	1	0.98	124	480	170	445	
539.jpg	0	0.75	345	668	173	792	
540.jpg	1	0.97	408	1009	311	912	
541.jpg	0	0.2	22	307	105	365	
542.jpg	1	1.0	100	352	87	376	
543.jpg	1	0.99	104	578	227	451	
544.jpg	1	0.99	40	744	191	408	
545.jpg	1	0.62	41	498	139	446	
546.jpg	1	0.99	36	482	81	450	
547.jpg	1	0.99	137	447	106	427	
548.jpg	0	0.78	134	429	122	459	
549.jpg	1	0.87	117	531	25	453	
550.jpg	1	0.65	229	431	73	521	
551.jpg	1	0.99	155	747	317	549	
552.jpg	1	1.0	156	761	315	567	
553.jpg	1	0.97	215	631	176	647	
554.jpg	1	0.59	209	621	212	517	
555.jpg	1	0.98	107	456	187	390	
556.jpg	1	0.77	27	566	420	174	
557.jpg	1	0.66	349	138	0	487	
558.jpg	0	0.98	166	798	383	548	
559.jpg	1	0.97	194	631	183	657	
560.jpg	1	0.95	220	662	163	648	
561.jpg	1	0.97	138	613	214	586	
562.jpg	1	0.39	651	943	309	950	
563.jpg	0	0.54	413	1098	546	821	
564.jpg	1	0.46	650	674	232	963	
565.jpg	1	0.83	199	893	357	592	
566.jpg	1	0.16	559	902	539	841	
567.jpg	0	0.14	315	854	328	709	
568.jpg	1	0.95	285	645	186	681	
569.jpg	0	0.99	135	356	60	485	
570.jpg	1	0.9	174	585	37	529	
571.jpg	1	0.99	96	419	83	525	
572.jpg	0	0.96	3	417	4	535	
573.jpg	1	0.9	121	410	130	490	
574.jpg	1	0.98	105	600	104	516	
575.jpg	0	0.85	151	453	80	468	
576.jpg	0	0.87	120	446	81	408	
577.jpg	1	0.88	105	315	12	425	
578.jpg	1	0.97	49	536	111	451	
579.jpg	0	0.17	222	547	260	512	
580.jpg	1	0.82	79	801	147	662	
581.jpg	1	0.96	86	747	58	627	
582.jpg	1	0.56	44	672	164	670	
583.jpg	0	0.98	279	559	162	600	
584.jpg	0	0.99	248	605	201	623	
585.jpg	1	0.6	230	542	143	603	
586.jpg	1	0.98	230	486	95	450	
587.jpg	1	0.97	23	550	182	377	
588.jpg	1	0.99	114	437	42	454	
589.jpg	1	0.98	127	480	165	447	
590.jpg	1	0.67	691	816	456	945	
591.jpg	0	0.84	75	473	154	463	
592.jpg	0	0.93	88	583	11	540	
593.jpg	1	0.71	61	532	67	485	
594.jpg	0	0.99	115	660	76	696	
595.jpg	1	0.92	111	498	162	368	
596.jpg	0	0.64	113	502	234	476	
597.jpg	1	0.69	89	433	54	303	
598.jpg	1	0.94	158	470	96	423	
599.jpg	1	0.99	97	512	133	474	
600.jpg	1	1.0	147	524	145	429	
601.jpg	1	0.62	161	739	387	542	
602.jpg	1	0.72	162	609	214	439	
603.jpg	1	0.94	225	597	103	636	
604.jpg	1	0.98	64	650	198	517	
605.jpg	1	0.98	64	650	198	517	
606.jpg	1	0.32	295	723	226	700	
607.jpg	1	0.89	22	640	306	291	
608.jpg	1	0.87	82	656	272	625	
609.jpg	1	0.98	168	722	258	664	
610.jpg	0	0.56	154	671	43	694	
611.jpg	1	0.98	122	656	165	466	
612.jpg	1	0.98	55	483	167	330	
613.jpg	1	0.87	174	565	256	554	
614.jpg	1	0.98	285	513	181	573	
615.jpg	0	0.97	330	587	286	605	
616.jpg	1	0.9	269	727	259	719	
617.jpg	1	1.0	264	646	299	701	
618.jpg	1	0.72	113	199	15	304	
619.jpg	1	1.0	105	427	142	391	
620.jpg	0	0.85	102	536	119	481	
621.jpg	1	1.0	164	458	172	406	
622.jpg	1	0.96	168	719	384	547	
623.jpg	1	0.97	183	691	268	661	
624.jpg	1	0.35	153	648	307	702	
625.jpg	1	0.31	277	643	179	709	
626.jpg	1	0.96	8	486	32	414	
627.jpg	1	0.98	156	676	290	532	
628.jpg	0	0.68	30	304	56	204	
629.jpg	1	0.97	248	452	150	467	
630.jpg	0	0.76	249	425	164	405	
631.jpg	1	0.96	48	454	123	376	
632.jpg	1	0.95	27	463	96	406	
633.jpg	1	0.09	256	282	119	400	
634.jpg	1	0.66	197	410	158	374	
635.jpg	1	0.45	275	477	242	398	
636.jpg	0	0.94	117	470	72	494	
637.jpg	0	0.91	175	513	165	554	
638.jpg	1	0.84	168	459	196	408	
639.jpg	1	0.91	337	608	203	658	
640.jpg	0	0.94	273	572	106	662	
641.jpg	1	0.99	144	478	100	520	
642.jpg	1	0.94	174	424	72	476	
643.jpg	1	0.98	21	496	158	535	
644.jpg	1	0.99	144	478	100	520	
645.jpg	1	0.99	103	439	129	541	
646.jpg	1	0.99	142	391	105	497	
647.jpg	1	1.0	220	412	171	528	
648.jpg	1	0.99	219	378	133	535	
649.jpg	1	0.92	94	484	161	397	
650.jpg	1	0.99	116	453	126	454	
651.jpg	1	0.87	273	858	366	915	
652.jpg	0	0.77	85	331	6	487	
653.jpg	1	0.59	50	795	404	533	
654.jpg	1	0.79	377	624	203	626	
655.jpg	1	0.51	284	571	120	691	
656.jpg	1	0.59	268	564	125	691	
657.jpg	1	0.44	193	643	186	527	
658.jpg	1	0.98	204	518	207	447	
659.jpg	1	0.99	82	492	152	328	
660.jpg	1	0.89	219	417	152	435	
661.jpg	1	0.95	11	551	195	398	
662.jpg	1	0.99	22	504	150	386	
663.jpg	1	1.0	27	533	107	463	
664.jpg	1	0.99	140	463	193	436	
665.jpg	1	0.3	304	479	276	446	
666.jpg	1	0.72	189	496	229	472	
667.jpg	1	0.99	107	1090	265	888	
668.jpg	1	0.88	137	533	208	451	
669.jpg	1	0.88	137	533	208	451	
670.jpg	1	0.49	256	908	582	553	
671.jpg	0	0.6	213	513	242	436	
672.jpg	1	0.71	49	723	438	268	
673.jpg	1	0.24	99	1054	284	570	
674.jpg	1	1.0	44	489	166	343	
675.jpg	1	0.82	258	469	264	400	
676.jpg	1	0.55	177	313	34	469	
677.jpg	0	0.49	118	490	93	396	
678.jpg	1	0.96	102	388	126	311	
679.jpg	1	0.83	160	362	108	336	
680.jpg	1	0.77	168	390	118	473	
681.jpg	1	0.98	135	391	125	444	
682.jpg	1	1.0	108	1083	237	738	
683.jpg	1	1.0	121	396	126	428	
684.jpg	0	0.42	60	497	224	339	
685.jpg	1	0.98	231	382	167	441	
686.jpg	1	0.99	222	412	214	439	
687.jpg	0	0.63	9	311	10	480	
688.jpg	1	0.47	142	486	156	424	
689.jpg	1	0.98	59	482	188	329	
690.jpg	0	0.9	156	650	23	699	
691.jpg	1	0.82	26	675	306	570	
692.jpg	1	0.75	0	803	268	634	
693.jpg	1	1.0	34	957	351	432	
694.jpg	1	0.14	788	600	235	1018	
695.jpg	1	1.0	427	855	467	866	
696.jpg	1	0.51	481	1070	532	941	
697.jpg	0	0.43	318	882	398	890	
698.jpg	1	0.92	129	521	260	446	
699.jpg	0	0.84	79	473	167	398	
700.jpg	0	0.98	0	554	103	429	
701.jpg	1	0.99	84	407	63	331	
702.jpg	1	0.61	286	572	338	429	
703.jpg	1	0.97	244	422	160	451	
